Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
49	悟	Comprehension	"<p class=""element-item primary""> Comprehension </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>忄</jp-symbol></span><p>Soul</p></radical><radical class=""component""><span><jp-symbol>五</jp-symbol></span><p>Five</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical></div>"	Your <radical>soul</radical> connects to <radical>five</radical> different <radical>mouths</radical>, enhancing your <kanji>comprehension</kanji>. You can easily comprehend what each of those souls belonging to those mouths wants and feels deep down.<br><br>  - Hint: Imagine being able to comprehend everything about not one, but five other people. Deep down you can feel everything they think and feel.	Kanji Meaning	-	Kanji_Meaning Level_49
49	慌	Confused,Bewildered	"<p class=""element-item primary""> Confused </p>,<p class=""element-item""> Bewildered </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>忄</jp-symbol></span><p>Soul</p></radical><radical class=""component""><span><jp-symbol>荒</jp-symbol></span><p>Wild</p></radical></div>"	Your <radical>soul</radical> is going <radical>wild</radical> because you're <kanji>confused</kanji>. If you're confused, it's usually because you don't know what's going on or what to do. This makes the soul inside your body go absolutely wild!<br><br>  - Hint: Think back to the last time you were confused. Remember how your soul felt? You were so confused it went wild and made you feel dumb and bad, like a wild person.	Kanji Meaning	-	Kanji_Meaning Level_49
49	謀	Conspire	"<p class=""element-item primary""> Conspire </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>言</jp-symbol></span><p>Say</p></radical><radical class=""component""><span><jp-symbol>甘</jp-symbol></span><p>Sweet</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical></div>"	Watch what you <radical>say</radical> to what appears to be a <radical>sweet</radical> <radical>tree</radical>, because that tree will 100% <kanji>conspire</kanji> against you.<br><br>  - Hint: Trees may look all sweet and innocent, like they aren't listening to every word you say, but it's a front! They're conspiring against you!! They'll blackmail you and take everything!!!	Kanji Meaning	-	Kanji_Meaning Level_49
49	鶴	Crane	"<p class=""element-item primary""> Crane </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>隹</jp-symbol></span><p>Turkey</p></radical><radical class=""component""><span><jp-symbol>鳥</jp-symbol></span><p>Bird</p></radical></div>"	On the <radical>roof</radical> there's some type of <radical>turkey</radical> <radical>bird</radical>, but thinner and longer. You look closer and realize it's a <kanji>crane</kanji>.<br><br>  - Hint: Picture the beautiful black and white crane dancing gracefully on the roof. Now that you know what it is, you feel a little bad about calling it a turkey bird.	Kanji Meaning	-	Kanji_Meaning Level_49
49	拓	Cultivation	"<p class=""element-item primary""> Cultivation </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>扌</jp-symbol></span><p>Fingers</p></radical><radical class=""component""><span><jp-symbol>石</jp-symbol></span><p>Stone</p></radical></div>"	You use your <radical>fingers</radical> and a <radical>stone</radical> to begin <kanji>cultivation</kanji> of the land. You use your fingers to till the soil, the stone to flatten the ground, and you carefully poke the seeds into the dirt and then use the stone to smash them further down.<br><br>  - Hint: Imagine being in a field, using your fingers and a stone to cultivate the whole thing, by hand.	Kanji Meaning	-	Kanji_Meaning Level_49
49	衰	Decline	"<p class=""element-item primary""> Decline </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>亠</jp-symbol></span><p>Lid</p></radical><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-kick""></i></jp-symbol></span><p>Kick</p></radical></div>"	You take a <radical>lid</radical>, and aiming it at the <radical>sun</radical> you <radical>kick</radical> it into the air and eventually it begins to <kanji>decline</kanji> and crashes into the sun, causing it to supernova. Imagine kicking this lid so hard that it flies into space. See it fly up to the peak of its arch, then watch as it begins the decline until it finally collides with the sun.<br><br>  - Hint: As you watch the lid decline, keep in mind that the sun radical its middle line extending outside the box on both sides. This is because the sun is going supernova. Pew!	Kanji Meaning	-	Kanji_Meaning Level_49
49	淡	Faint	"<p class=""element-item primary""> Faint </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>火</jp-symbol></span><p>Fire</p></radical></div>"	A <radical>tsunami</radical> and a couple <radical>fire</radical>s run into each other. They cancel each other out completely, and the remainder left behind is a <kanji>faint</kanji> remnant of what was once there.<br><br>  - Hint: You go to see if you can find any remainder of the fire + tsunami battle. You can, but it's so faint.	Kanji Meaning	-	Kanji_Meaning Level_49
49	礎	Foundation	"<p class=""element-item primary""> Foundation </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>石</jp-symbol></span><p>Stone</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>疋</jp-symbol></span><p>Coat Rack</p></radical></div>"	There’s a <radical>stone</radical>, a <radical>tree</radical>, another <radical>tree</radical>, and a <radical>coat rack</radical>. That stone and two trees will make the perfect <kanji>foundation</kanji> for a house to put that coat rack in! This stone is flat and heavy and both of the trees are flexible and durable.<br><br>  - Hint: Imagine making a foundation with the stone and the two trees so you’ll have a place for your coat rack. Feel the wood grain and cold stone against your skin as you move them around to form the foundation.	Kanji Meaning	-	Kanji_Meaning Level_49
49	陛	Highness	"<p class=""element-item primary""> Highness </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>阝</jp-symbol></span><p>Building</p></radical><radical class=""component""><span><jp-symbol>比</jp-symbol></span><p>Compare</p></radical><radical class=""component""><span><jp-symbol>土</jp-symbol></span><p>Dirt</p></radical></div>"	<radical>Compare</radical> a <radical>building</radical> to some <radical>dirt</radical> and you'll see the difference between you and His and Her <kanji>Highness</kanji>. You live outside and sleep on the dirt. But His and Her Highness both live in a huge building.<br><br>  - Hint: Picture Her Highness, high up in her building. Now compare her home and life to yours, you dirt person.	Kanji Meaning	-	Kanji_Meaning Level_49
49	浸	Immersed	"<p class=""element-item primary""> Immersed </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>ヨ</jp-symbol></span><p>Wolverine</p></radical><radical class=""component""><span><jp-symbol>冖</jp-symbol></span><p>Forehead</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical></div>"	In the event of a <radical>tsunami</radical>, <radical>Wolverine</radical>, your <radical>forehead</radical>, and a <radical>stool</radical> will all be <kanji>immersed</kanji> in it. You will become immersed in the tsunami after it hits because tsunamis are gigantic and bring a lot of water. Now you and your forehead are immersed in the tsunami along with Wolverine and a stool.<br><br>  - Hint: Feel the water all around you as you become immersed in this tsunami. See Wolverine trying to swim his way to the top as you watch the stool floating about in the water.	Kanji Meaning	-	Kanji_Meaning Level_49
49	劣	Inferiority	"<p class=""element-item primary""> Inferiority </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>少</jp-symbol></span><p>Few</p></radical><radical class=""component""><span><jp-symbol>力</jp-symbol></span><p>Power</p></radical></div>"	The <radical>few</radical> members of society without <radical>power</radical> suffer from severe <kanji>inferiority</kanji> complexes. Most people in this world have lots of power, so the few that do not feel quite inferior. It is this feeling of inferiority that fuels their inferiority complexes.<br><br>  - Hint: Imagine you are one of the few without power. Feel the inferiority crushing down on you. It feels terrible and there is nothing you can do about it.	Kanji Meaning	-	Kanji_Meaning Level_49
49	勘	Intuition	"<p class=""element-item primary""> Intuition </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>甚</jp-symbol></span><p>Crab Trap</p></radical><radical class=""component""><span><jp-symbol>力</jp-symbol></span><p>Power</p></radical></div>"	This <radical>crab trap</radical> has the <radical>power</radical> of <kanji>intuition</kanji>. By the power of intuition, this crab trap can trap like, every crab. Through intuition, it knows where the crabs will go and how they will react, so it is much easier to trap them.<br><br>  - Hint: Look at this crab trap and see it visibly glowing with intuition. Its powers of intuition are so strong that you can actually see it shimmering with intuition as it expertly traps all those crabs.	Kanji Meaning	-	Kanji_Meaning Level_49
49	隔	Isolate	"<p class=""element-item primary""> Isolate </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>阝</jp-symbol></span><p>Building</p></radical><radical class=""component""><span><jp-symbol>鬲</jp-symbol></span><p>Bully</p></radical></div>"	A <radical>building</radical> that has a <radical>bully</radical> will <kanji>isolate</kanji> itself. Building have feelings like people, you know.<br><br>  - Hint: Picture a single building, isolated from the rest of the city and those mean, bully buildings that live there.	Kanji Meaning	-	Kanji_Meaning Level_49
49	蹴	Kick	"<p class=""element-item primary""> Kick </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>足</jp-symbol></span><p>Foot</p></radical><radical class=""component""><span><jp-symbol>京</jp-symbol></span><p>Capital</p></radical><radical class=""component""><span><jp-symbol>犬</jp-symbol></span><p>Dog</p></radical></div>"	In the <radical>foot</radical> <radical>capital</radical>, it's tough to be a <radical>dog</radical> because you're always getting <kanji>kick</kanji>ed. <br><br>  - Hint: In the foot capital, you can only use your feet. So petting dogs looks a lot like kicking them.	Kanji Meaning	-	Kanji_Meaning Level_49
49	桑	Mulberry	"<p class=""element-item primary""> Mulberry </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical></div>"	You take a <radical>stool</radical>, another <radical>stool</radical>, and yet another <radical>stool</radical> and stack them on top of a <radical>tree</radical> to make a <kanji>mulberry</kanji> bush. This is how mulberry bushes are made. You take three stools and you put them atop a tree.<br><br>  - Hint: Imagine putting three stools on top of a tree and watching it transform into a mulberry. The science of nature!	Kanji Meaning	-	Kanji_Meaning Level_49
