Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
13	暗	Dark	"<p class=""element-item primary""> Dark </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>立</jp-symbol></span><p>Stand</p></radical></div>"	If you yourself are a <radical>sun</radical>, and you <radical>stand</radical> next to another <radical>sun</radical>, no area around you will be <kanji>dark</kanji>. The two suns are very bright and standing right next to each other, so all the area will be lit up and nothing will be dark.<br><br>  - Hint: Think of how bright the sun is. Now multiply that by two. Suns are especially bright right after you come out of a dark area. Imagine yourself looking at these suns and feeling the pain as your eyes are blinded by the bright light.	Kanji Meaning	-	Kanji_Meaning Level_13 Genki_L13
13	料	Fee,Material	"<p class=""element-item primary""> Fee </p>,<p class=""element-item""> Material </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>米</jp-symbol></span><p>Rice</p></radical><radical class=""component""><span><jp-symbol>斗</jp-symbol></span><p>Ladle</p></radical></div>"	You have a <radical>rice</radical> <radical>ladle</radical> that's specifically for paying the rice <kanji>fee</kanji>. Each scoop of something has an extra fee tacked on, so when you use a <kanji>material</kanji>, there's a fee you have to pay in that material as well.<br><br>  - Hint: Imagine ladling up a nice big scoop of rice and then seeing the little fee ladle next to it. Ugh. The material fee.	Kanji Meaning	-	Kanji_Meaning Level_13 Genki_L13
14	束	Bundle	"<p class=""element-item primary""> Bundle </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>束</jp-symbol></span><p>Bundle</p></radical></div>"	The <radical>bundle</radical> radical and the <kanji>bundle</kanji> kanji are the same!<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_14 Genki_L13
14	頑	Stubborn	"<p class=""element-item primary""> Stubborn </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>元</jp-symbol></span><p>Origin</p></radical><radical class=""component""><span><jp-symbol>頁</jp-symbol></span><p>Geoduck</p></radical></div>"	The <radical>origin</radical> of the <radical>geoduck</radical> is a pretty <kanji>stubborn</kanji> one. The geoduck race is so stubborn that it refused to evolve into an animal that made any sense. Hence, the origin of the geoduck is one of stubbornness.<br><br>  - Hint: You know what a geoduck looks like, right? Does that look like a creature that was looking to change and evolve and be awesome? No, geoducks are weird and stubborn. Imagine how stubborn you’d have to be to not want to evolve into a more attractive animal.	Kanji Meaning	-	Kanji_Meaning Level_14 Genki_L13
15	飯	Meal,Food	"<p class=""element-item primary""> Meal </p>,<p class=""element-item""> Food </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>食</jp-symbol></span><p>Eat</p></radical><radical class=""component""><span><jp-symbol>反</jp-symbol></span><p>Anti</p></radical></div>"	If you're <radical>anti</radical>-<radical>eat</radical> your <kanji>meal</kanji> will just sit in front of you, uneaten. Food is meant to be eaten! Stop trying to fast and take a bite.<br><br>  - Hint: Look down at the huge meal in front of you. I guess there are plenty of reasons to be anti-eat right now, but you'll have to eat your food eventually.	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L13
15	昼	Noon	"<p class=""element-item primary""> Noon </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>尺</jp-symbol></span><p>Shrimp</p></radical><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical></div>"	"The <radical>sun</radical> rises from the <radical>ground</radical>, and on top of it is a giant <radical>shrimp</radical>. It doesn't do anything except for every day right at <kanji>noon</kanji>, when it tells you the time. ""Hey guyz, it's <kanji>noon</kanji>, mmk?""<br><br>  - Hint: Really try to imagine this giant shrimp on the sun as a normal thing that happens, without fail, every day. The shrimp also tells the time right at noon, every day (so important you stress remembering that it's noon, not some other time). Maybe you could have him sing a ""noon song"" in your imagination as well."	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L13
18	告	Announce	"<p class=""element-item primary""> Announce </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>丿</jp-symbol></span><p>Slide</p></radical><radical class=""component""><span><jp-symbol>土</jp-symbol></span><p>Dirt</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical></div>"	Saying you're going to <radical>slide</radical> the <radical>dirt</radical> out of your <radical>mouth</radical> is just another way of saying you're going to <kanji>announce</kanji> something. All that information is the dirt, and to announce that dirt you just slide it on out of your mouth. How's that for a visual?<br><br>  - Hint: The next time you have something important to announce, calm your nerves by imagining dirt sliding out of your mouth. It's that easy!	Kanji Meaning	-	Kanji_Meaning Level_18 Genki_L13
22	価	Value	"<p class=""element-item primary""> Value </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ｲ</jp-symbol></span><p>Leader</p></radical><radical class=""component""><span><jp-symbol>覀</jp-symbol></span><p>Helicopter</p></radical></div>"	The <radical>helicopter</radical> the <radical>leader</radical> is in has the most <kanji>value</kanji>! He would only choose to fly the very best one, after all. That's why it's worth way more than the others. Actually, any helicopter he flies goes up in value. That's the amazing effect of a good leader.<br><br>  - Hint: Can you understand the value of this helicopter? The leader flew it to war and back! So of course it's worth a lot!	Kanji Meaning	-	Kanji_Meaning Level_22 Genki_L13
23	現	Present Time,Present	"<p class=""element-item primary""> Present Time </p>,<p class=""element-item""> Present </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>王</jp-symbol></span><p>King</p></radical><radical class=""component""><span><jp-symbol>見</jp-symbol></span><p>See</p></radical></div>"	The <radical>king</radical> can <radical>see</radical> the <kanji>present time</kanji> for what it really is. The future isn't important. The past isn't important. The <kanji>present</kanji> is where it's at.<br><br>  - Hint: People are constantly asking the king to do things for them and solve their problems. But the king can see exactly what needs to be done at the present time, and what can wait until tomorrow.	Kanji Meaning	-	Kanji_Meaning Level_23 Genki_L13
24	象	Elephant,Phenomenon	"<p class=""element-item primary""> Elephant </p>,<p class=""element-item""> Phenomenon </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>象</jp-symbol></span><p>Elephant</p></radical></div>"	"The <radical>elephant</radical> radical and the <kanji>elephant</kanji> kanji are the same. But! This kanji has another meaning: <kanji>phenomenon</kanji>. If you were the first person to see an elephant, you'd call it that too.<br><br>  - Hint: Picture the first Japanese person to see an elephant. He stops dead in his tracks, points and screams out, ""What a phenomenon!"""	Kanji Meaning	-	Kanji_Meaning Level_24 Genki_L13
25	満	Full	"<p class=""element-item primary""> Full </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>両</jp-symbol></span><p>Both</p></radical></div>"	If a <radical>tsunami</radical> hits these <radical>flowers</radical> they'll <radical>both</radical> become <kanji>full</kanji> of water. Tsunamis carry a lot of water, definitely enough to make both of these flowers full.<br><br>  - Hint: Picture both of these little flowers, happily swaying in the breeze. Then the tsunami comes, leaves, and you look back and their little cup-heads are full to the brim with water.	Kanji Meaning	-	Kanji_Meaning Level_25 Genki_L13
25	替	Replace,Exchange	"<p class=""element-item primary""> Replace </p>,<p class=""element-item""> Exchange </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>夫</jp-symbol></span><p>Husband</p></radical><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical></div>"	A <radical>husband</radical> marries a <radical>husband</radical> while the <radical>sun</radical> goes down and the men <kanji>replace</kanji> their solitary lives with one of everlasting companionship. Instead of one husband and one wife, we have two husbands here. They shed their lives of bachelorhood and replace it with one of monogamy.<br><br>  - Hint: See these two husbands as the sun sets under them. Listen to them each saying their vows, expressing how they could never replace one another.	Kanji Meaning	-	Kanji_Meaning Level_25 Genki_L13
26	徴	Indication,Sign	"<p class=""element-item primary""> Indication </p>,<p class=""element-item""> Sign </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>彳</jp-symbol></span><p>Loiter</p></radical><radical class=""component""><span><jp-symbol>山</jp-symbol></span><p>Mountain</p></radical><radical class=""component""><span><jp-symbol>王</jp-symbol></span><p>King</p></radical><radical class=""component""><span><jp-symbol>夂</jp-symbol></span><p>Winter</p></radical></div>"	A <radical>loiter</radical>ing <radical>mountain</radical> <radical>king</radical> in the <radical>winter</radical> is an <kanji>indication</kanji> or <kanji>sign</kanji> of something to come.<br><br>  - Hint: We don't want to focus too much on what the indication / sign actually is, though, because it will take away from the <kanji>indication</kanji> part (which we want to remember). So, focus on the fact that this is some kind of indication that's important, but you don't know what that indication means or is... because we'll use that with the reading.	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L13
26	印	Seal,Mark	"<p class=""element-item primary""> Seal </p>,<p class=""element-item""> Mark </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-comb""></i></jp-symbol></span><p>Comb</p></radical><radical class=""component""><span><jp-symbol>卩</jp-symbol></span><p>Stamp</p></radical></div>"	You take this <radical>comb</radical>, break the handle off, and use it to <radical>stamp</radical> your official <kanji>seal</kanji> of approval onto a document. It's kind of a messy <kanji>mark</kanji>ing process, but it gets the job done.<br><br>  - Hint: Imagine breaking and bending a comb so you can use it to stamp your seal onto things.	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L13
26	振	Shake,Wave	"<p class=""element-item primary""> Shake </p>,<p class=""element-item""> Wave </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>扌</jp-symbol></span><p>Fingers</p></radical><radical class=""component""><span><jp-symbol>辰</jp-symbol></span><p>Landslide</p></radical></div>"	You're trying to use your <radical>fingers</radical> to cause a <radical>landslide</radical> so you have to <kanji>shake</kanji> the earth. You probably won't succeed, but the best you can do is to shake your hands on the dirt as hard as you can. It looks like you're trying to <kanji>wave</kanji> at the ground now.<br><br>  - Hint: Imagine shaking your fingers at the dirt. Do you think you can shake the dirt hard enough to cause a landslide (spoilers, no).	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L13
